y_over_D,u_over_U
-3.000000,1.088811
-2.950000,1.088811
-2.900000,1.094647
-2.850000,1.094647
-2.800000,1.094647
-2.750000,1.094647
-2.700000,1.100652
-2.650000,1.100652
-2.600000,1.100652
-2.550000,1.100652
-2.500000,1.106785
-2.450000,1.106785
-2.400000,1.106785
-2.350000,1.106785
-2.300000,1.113006
-2.250000,1.113006
-2.200000,1.113006
-2.150000,1.119265
-2.100000,1.119265
-2.050000,1.119265
-2.000000,1.119265
-1.950000,1.125509
-1.900000,1.125509
-1.850000,1.125509
-1.800000,1.131673
-1.750000,1.131673
-1.700000,1.137709
-1.650000,1.137709
-1.600000,1.137709
-1.550000,1.143525
-1.500000,1.143525
-1.450000,1.143525
-1.400000,1.148645
-1.350000,1.148645
-1.300000,1.150988
-1.250000,1.150988
-1.200000,1.145033
-1.150000,1.145033
-1.100000,1.121299
-1.050000,1.121299
-1.000000,1.087859
-0.950000,1.067472
-0.900000,1.014981
-0.850000,0.983148
-0.800000,0.909844
-0.750000,0.869216
-0.700000,0.782087
-0.650000,0.689348
-0.600000,0.641580
-0.550000,0.544712
-0.500000,0.496301
-0.450000,0.401469
-0.400000,0.311954
-0.350000,0.270122
-0.300000,0.193877
-0.250000,0.129190
-0.200000,0.101679
-0.150000,0.057078
-0.100000,0.040231
-0.050000,0.017925
0.000000,0.012589
0.050000,0.013710
0.100000,0.030510
0.150000,0.044697
0.200000,0.084304
0.250000,0.109530
0.300000,0.170177
0.350000,0.243247
0.400000,0.283863
0.450000,0.371708
0.500000,0.418201
0.550000,0.514299
0.600000,0.611856
0.650000,0.660276
0.700000,0.754877
0.750000,0.800476
0.800000,0.886550
0.850000,0.962890
0.900000,0.996266
0.950000,1.051730
1.000000,1.073505
1.050000,1.109684
1.100000,1.109684
1.150000,1.136524
1.200000,1.136524
1.250000,1.144704
1.300000,1.144704
1.350000,1.143977
1.400000,1.143977
1.450000,1.140099
1.500000,1.140099
1.550000,1.140099
1.600000,1.135275
1.650000,1.135275
1.700000,1.135275
1.750000,1.130036
1.800000,1.130036
1.850000,1.124501
1.900000,1.124501
1.950000,1.124501
2.000000,1.118742
2.050000,1.118742
2.100000,1.118742
2.150000,1.118742
2.200000,1.112844
2.250000,1.112844
2.300000,1.112844
2.350000,1.106880
2.400000,1.106880
2.450000,1.106880
2.500000,1.106880
2.550000,1.100919
2.600000,1.100919
2.650000,1.100919
2.700000,1.100919
2.750000,1.095020
2.800000,1.095020
2.850000,1.095020
2.900000,1.095020
2.950000,1.089237
3.000000,1.089237
