t_LU,Fx_pressure,Fx_viscous,CT,CP,CF_meas,umax,wave,niter
1.72293,5.587763e+02,1.928097e+01,4.036535e-03,3.901897e-03,1.346377e-04,1.3401,-2.900,3
1.74010,5.721536e+02,1.923249e+01,4.129610e-03,3.995310e-03,1.342992e-04,1.3527,-1.900,3
1.75709,5.889097e+02,1.918641e+01,4.246295e-03,4.112317e-03,1.339774e-04,1.3637,-1.900,3
1.77390,6.077515e+02,1.913833e+01,4.377530e-03,4.243888e-03,1.336417e-04,1.3752,-1.900,3
1.79056,6.267920e+02,1.908784e+01,4.510136e-03,4.376847e-03,1.332891e-04,1.3851,-1.900,3
1.80704,6.470817e+02,1.903730e+01,4.651465e-03,4.518528e-03,1.329362e-04,1.3925,-1.900,3
1.82340,6.689370e+02,1.898954e+01,4.803745e-03,4.671143e-03,1.326027e-04,1.4005,-1.900,3
1.83959,6.906720e+02,1.894407e+01,4.955202e-03,4.822917e-03,1.322852e-04,1.3999,-1.900,3
1.85571,7.135020e+02,1.889598e+01,5.114286e-03,4.982337e-03,1.319494e-04,1.4022,-1.900,3
1.87177,7.363566e+02,1.884249e+01,5.273505e-03,5.141929e-03,1.315758e-04,1.4030,-1.900,3
1.88781,7.606574e+02,1.878545e+01,5.442797e-03,5.311620e-03,1.311776e-04,1.4020,-1.900,3
1.90389,7.849752e+02,1.873007e+01,5.612220e-03,5.481429e-03,1.307909e-04,1.4047,-1.900,3
1.91998,8.093855e+02,1.867953e+01,5.782323e-03,5.651885e-03,1.304379e-04,1.4078,-1.900,3
1.93611,8.342467e+02,1.863160e+01,5.955592e-03,5.825489e-03,1.301032e-04,1.4176,-1.900,3
1.95229,8.579763e+02,1.858333e+01,6.120957e-03,5.991191e-03,1.297662e-04,1.4256,-1.900,3
1.96844,8.795652e+02,1.853540e+01,6.271377e-03,6.141945e-03,1.294315e-04,1.4342,-1.900,3
1.98454,8.990343e+02,1.848628e+01,6.406985e-03,6.277897e-03,1.290885e-04,1.4418,-1.900,3
2.00059,9.165272e+02,1.843858e+01,6.528804e-03,6.400048e-03,1.287554e-04,1.4471,-1.900,3
2.01664,9.312331e+02,1.839564e+01,6.631194e-03,6.502739e-03,1.284555e-04,1.4537,-1.900,3
2.03267,9.426365e+02,1.835809e+01,6.710561e-03,6.582368e-03,1.281933e-04,1.4593,-1.900,3
2.04869,9.504544e+02,1.832418e+01,6.764916e-03,6.636960e-03,1.279565e-04,1.4643,-1.900,3
2.06471,9.555047e+02,1.829130e+01,6.799952e-03,6.672226e-03,1.277269e-04,1.4693,-1.900,3
2.08070,9.555513e+02,1.825688e+01,6.800037e-03,6.672551e-03,1.274866e-04,1.4741,-1.900,3
2.09667,9.518129e+02,1.822112e+01,6.773683e-03,6.646446e-03,1.272369e-04,1.4788,-2.900,3
2.11261,9.438646e+02,1.818392e+01,6.717921e-03,6.590944e-03,1.269771e-04,1.4824,-2.900,3
2.12855,9.321454e+02,1.814590e+01,6.635821e-03,6.509109e-03,1.267116e-04,1.4873,-2.900,3
2.14447,9.162266e+02,1.810914e+01,6.524404e-03,6.397949e-03,1.264549e-04,1.4948,-2.900,3
2.16039,8.956910e+02,1.807277e+01,6.380752e-03,6.254551e-03,1.262009e-04,1.5097,-2.900,3
2.17633,8.708044e+02,1.803533e+01,6.206709e-03,6.080769e-03,1.259395e-04,1.5239,-2.900,3
2.19233,8.427250e+02,1.799879e+01,6.010377e-03,5.884692e-03,1.256844e-04,1.5367,-2.900,3
2.20839,8.119694e+02,1.796371e+01,5.795367e-03,5.669928e-03,1.254394e-04,1.5437,-2.900,3
2.22456,7.787744e+02,1.793184e+01,5.563347e-03,5.438130e-03,1.252168e-04,1.5383,-2.900,3
2.24089,7.434251e+02,1.790224e+01,5.316298e-03,5.191288e-03,1.250101e-04,1.5339,-2.900,3
2.25738,7.046537e+02,1.787553e+01,5.045374e-03,4.920550e-03,1.248236e-04,1.5286,-2.900,3
2.27403,6.625554e+02,1.785290e+01,4.751246e-03,4.626580e-03,1.246656e-04,1.5159,-2.900,3
2.29079,6.168064e+02,1.783485e+01,4.431658e-03,4.307118e-03,1.245396e-04,1.5111,-2.900,3
2.30766,5.691021e+02,1.782135e+01,4.098447e-03,3.974002e-03,1.244453e-04,1.5035,-2.900,3
2.32468,5.202251e+02,1.780933e+01,3.757059e-03,3.632698e-03,1.243614e-04,1.4921,-2.900,3
2.34182,4.706428e+02,1.779677e+01,3.410741e-03,3.286467e-03,1.242736e-04,1.4767,-2.900,3
2.35905,4.202824e+02,1.778287e+01,3.058981e-03,2.934804e-03,1.241766e-04,1.4653,-2.900,3
2.37627,3.706404e+02,1.776991e+01,2.712243e-03,2.588157e-03,1.240861e-04,1.4628,-2.900,3
2.39353,3.229210e+02,1.775779e+01,2.378937e-03,2.254936e-03,1.240015e-04,1.4605,-2.900,3
2.41092,2.774786e+02,1.774795e+01,2.061548e-03,1.937615e-03,1.239327e-04,1.4588,-2.900,3
2.42847,2.359513e+02,1.774443e+01,1.771540e-03,1.647632e-03,1.239082e-04,1.4555,-2.900,3
2.44618,1.990038e+02,1.774631e+01,1.513552e-03,1.389630e-03,1.239213e-04,1.4513,-2.900,3
2.46393,1.672348e+02,1.775382e+01,1.291763e-03,1.167790e-03,1.239737e-04,1.4441,-2.900,3
2.48170,1.394737e+02,1.775961e+01,1.097950e-03,9.739357e-04,1.240142e-04,1.4384,-2.900,3
2.49951,1.146231e+02,1.775707e+01,9.244022e-04,8.004057e-04,1.239964e-04,1.4347,-2.900,3
2.51739,9.282246e+01,1.774277e+01,7.720696e-04,6.481731e-04,1.238966e-04,1.4270,-2.900,3
2.53534,7.395345e+01,1.771257e+01,6.400977e-04,5.164120e-04,1.236857e-04,1.4187,-2.900,3
2.55321,5.987541e+01,1.766389e+01,5.414518e-04,4.181060e-04,1.233458e-04,1.4143,-2.900,3
2.57063,4.854391e+01,1.760649e+01,4.619238e-04,3.389789e-04,1.229449e-04,1.4097,-2.900,3
2.58799,4.178359e+01,1.754910e+01,4.143162e-04,2.917720e-04,1.225442e-04,1.4049,-2.900,3
2.60556,4.172368e+01,1.749432e+01,4.135154e-04,2.913537e-04,1.221617e-04,1.4032,-2.900,3
2.62332,4.922099e+01,1.744644e+01,4.655342e-04,3.437069e-04,1.218274e-04,1.3973,-2.900,3
2.64131,6.416426e+01,1.741007e+01,5.696281e-04,4.480547e-04,1.215734e-04,1.3889,-2.900,3
2.65945,8.558977e+01,1.738039e+01,7.190338e-04,5.976677e-04,1.213661e-04,1.3842,-2.900,3
2.67783,1.134641e+02,1.735409e+01,9.134944e-04,7.923120e-04,1.211825e-04,1.3891,-2.900,3
2.69647,1.475203e+02,1.732712e+01,1.151119e-03,1.030125e-03,1.209942e-04,1.3964,-2.900,3
2.71518,1.871485e+02,1.730317e+01,1.427672e-03,1.306845e-03,1.208269e-04,1.4078,-2.900,3
2.73380,2.282848e+02,1.728560e+01,1.714802e-03,1.594098e-03,1.207042e-04,1.4273,-2.900,3
2.75238,2.699687e+02,1.727186e+01,2.005782e-03,1.885174e-03,1.206083e-04,1.4455,-1.900,3
2.77071,3.113908e+02,1.725675e+01,2.294924e-03,2.174421e-03,1.205027e-04,1.4532,-1.900,3
2.78900,3.515392e+02,1.723590e+01,2.575132e-03,2.454775e-03,1.203572e-04,1.4512,-1.900,3
2.80715,3.954155e+02,1.720962e+01,2.881334e-03,2.761160e-03,1.201737e-04,1.4716,-1.900,3
2.82493,4.393982e+02,1.717913e+01,3.188249e-03,3.068288e-03,1.199607e-04,1.4756,-1.900,3
2.84230,4.808880e+02,1.714479e+01,3.477730e-03,3.358009e-03,1.197209e-04,1.4630,-1.900,3
2.85956,5.225699e+02,1.710833e+01,3.768537e-03,3.649071e-03,1.194663e-04,1.4420,-1.900,3
2.87691,5.636216e+02,1.707164e+01,4.054942e-03,3.935732e-03,1.192101e-04,1.4222,-1.900,3
2.89440,6.062889e+02,1.703621e+01,4.352638e-03,4.233675e-03,1.189627e-04,1.4026,-1.900,3
2.91194,6.497605e+02,1.700439e+01,4.655974e-03,4.537234e-03,1.187406e-04,1.3986,-1.900,3
2.92918,6.917725e+02,1.697950e+01,4.949168e-03,4.830602e-03,1.185667e-04,1.3916,-1.900,3
2.94645,7.284753e+02,1.695958e+01,5.205322e-03,5.086894e-03,1.184276e-04,1.3923,-1.900,3
2.96396,7.650596e+02,1.694410e+01,5.460680e-03,5.342360e-03,1.183195e-04,1.3981,-1.900,3
2.98190,7.978929e+02,1.693091e+01,5.689861e-03,5.571633e-03,1.182274e-04,1.4025,-1.900,3
3.00032,8.302844e+02,1.691737e+01,5.915954e-03,5.797821e-03,1.181328e-04,1.4053,-1.900,3
3.01867,8.600350e+02,1.689877e+01,6.123570e-03,6.005567e-03,1.180030e-04,1.4069,-1.900,3
3.03676,8.837489e+02,1.687404e+01,6.288990e-03,6.171159e-03,1.178303e-04,1.4199,-1.900,3
3.05464,9.023440e+02,1.684391e+01,6.418628e-03,6.301008e-03,1.176199e-04,1.4309,-2.900,3
3.07230,9.165760e+02,1.680975e+01,6.517770e-03,6.400389e-03,1.173814e-04,1.4413,-2.900,3
3.08978,9.254609e+02,1.677168e+01,6.579547e-03,6.462431e-03,1.171155e-04,1.4525,-2.900,3
3.10719,9.316425e+02,1.673469e+01,6.622455e-03,6.505597e-03,1.168572e-04,1.4617,-2.900,3
3.12427,9.332698e+02,1.669904e+01,6.633569e-03,6.516961e-03,1.166083e-04,1.4685,-2.900,3
3.14122,9.301413e+02,1.666469e+01,6.611483e-03,6.495115e-03,1.163684e-04,1.4732,-2.900,3
3.15819,9.246475e+02,1.663408e+01,6.572906e-03,6.456752e-03,1.161547e-04,1.4817,-2.900,3
3.17524,9.172305e+02,1.661130e+01,6.520955e-03,6.404960e-03,1.159956e-04,1.4809,-2.900,3
3.19241,9.077589e+02,1.659834e+01,6.454725e-03,6.338820e-03,1.159051e-04,1.4875,-2.900,3
3.20967,8.966941e+02,1.659676e+01,6.377449e-03,6.261555e-03,1.158941e-04,1.4931,-2.900,3
3.22676,8.844361e+02,1.660453e+01,6.291907e-03,6.175959e-03,1.159483e-04,1.4965,-2.900,3
3.24359,8.684315e+02,1.661838e+01,6.180244e-03,6.064199e-03,1.160450e-04,1.5011,-2.900,3
3.26027,8.497593e+02,1.663474e+01,6.049972e-03,5.933813e-03,1.161593e-04,1.5032,-2.900,3
3.27676,8.293506e+02,1.665345e+01,5.907590e-03,5.791300e-03,1.162899e-04,1.5081,-2.900,3
3.29312,8.063399e+02,1.667356e+01,5.747048e-03,5.630618e-03,1.164304e-04,1.5122,-2.900,3
3.30936,7.811948e+02,1.669447e+01,5.571608e-03,5.455032e-03,1.165764e-04,1.5168,-2.900,3
3.32551,7.541747e+02,1.671648e+01,5.383082e-03,5.266352e-03,1.167301e-04,1.5202,-2.900,3
3.34163,7.258540e+02,1.673806e+01,5.185471e-03,5.068590e-03,1.168808e-04,1.5237,-2.900,3
3.35765,6.965695e+02,1.675834e+01,4.981121e-03,4.864098e-03,1.170224e-04,1.5259,-2.900,3
3.37356,6.656420e+02,1.677682e+01,4.765285e-03,4.648134e-03,1.171514e-04,1.5293,-2.900,3
3.38935,6.350095e+02,1.679485e+01,4.551506e-03,4.434229e-03,1.172773e-04,1.5331,-2.900,3
3.40501,6.036531e+02,1.681311e+01,4.332674e-03,4.215269e-03,1.174048e-04,1.5358,-2.900,3
3.42067,5.720793e+02,1.683160e+01,4.112326e-03,3.994792e-03,1.175340e-04,1.5402,-2.900,3
3.43631,5.415553e+02,1.685075e+01,3.899312e-03,3.781645e-03,1.176676e-04,1.5443,-2.900,3
3.45190,5.117511e+02,1.687093e+01,3.691332e-03,3.573524e-03,1.178086e-04,1.5494,-2.900,3
3.46757,4.820217e+02,1.689168e+01,3.483879e-03,3.365925e-03,1.179535e-04,1.5566,-2.900,3
3.48329,4.533887e+02,1.691219e+01,3.284080e-03,3.165983e-03,1.180967e-04,1.5589,-2.900,3
3.49908,4.256067e+02,1.693227e+01,3.090221e-03,2.971984e-03,1.182369e-04,1.5629,-2.900,3
3.51499,3.990656e+02,1.695174e+01,2.905021e-03,2.786648e-03,1.183729e-04,1.5615,-2.900,3
3.53097,3.725626e+02,1.696903e+01,2.720073e-03,2.601580e-03,1.184936e-04,1.5577,-2.900,3
3.54704,3.480327e+02,1.698429e+01,2.548889e-03,2.430289e-03,1.186002e-04,1.5549,-2.900,3
3.56319,3.246050e+02,1.699856e+01,2.385395e-03,2.266695e-03,1.186998e-04,1.5472,-2.900,3
3.57944,3.019846e+02,1.701122e+01,2.227526e-03,2.108738e-03,1.187882e-04,1.5353,-2.900,3
3.59578,2.817623e+02,1.702289e+01,2.086397e-03,1.967527e-03,1.188697e-04,1.5245,-2.900,3
3.61215,2.630931e+02,1.703445e+01,1.956112e-03,1.837162e-03,1.189505e-04,1.5250,-2.900,3
3.62861,2.459395e+02,1.704376e+01,1.836394e-03,1.717379e-03,1.190154e-04,1.5246,-2.900,3
3.64500,2.322560e+02,1.705013e+01,1.740888e-03,1.621828e-03,1.190599e-04,1.5232,-2.900,3
3.66130,2.202119e+02,1.705296e+01,1.656804e-03,1.537725e-03,1.190797e-04,1.5241,-2.900,3
3.67755,2.099873e+02,1.705172e+01,1.585398e-03,1.466327e-03,1.190710e-04,1.5194,-2.900,3
3.69387,2.024024e+02,1.704674e+01,1.532399e-03,1.413362e-03,1.190362e-04,1.5194,-2.900,3
3.71022,1.986799e+02,1.704017e+01,1.506359e-03,1.387368e-03,1.189904e-04,1.5176,-2.900,3
3.72646,1.966968e+02,1.703259e+01,1.492458e-03,1.373521e-03,1.189375e-04,1.5156,-2.900,3
3.74266,1.966460e+02,1.702376e+01,1.492042e-03,1.373166e-03,1.188758e-04,1.5151,-2.900,3
3.75890,1.987921e+02,1.701471e+01,1.506965e-03,1.388152e-03,1.188126e-04,1.5130,-2.900,3
3.77507,2.048001e+02,1.700669e+01,1.548862e-03,1.430106e-03,1.187566e-04,1.5104,-2.900,3
3.79124,2.125867e+02,1.699914e+01,1.603183e-03,1.484479e-03,1.187039e-04,1.5091,-3.900,3
3.80745,2.217838e+02,1.699246e+01,1.667359e-03,1.548701e-03,1.186572e-04,1.5067,-3.900,3
3.82367,2.339030e+02,1.698679e+01,1.751947e-03,1.633329e-03,1.186176e-04,1.5072,-3.900,3
3.83982,2.468426e+02,1.698168e+01,1.842267e-03,1.723685e-03,1.185820e-04,1.5057,-3.900,3
3.85611,2.603591e+02,1.697619e+01,1.936614e-03,1.818070e-03,1.185436e-04,1.5029,-3.900,3
3.87242,2.756380e+02,1.697076e+01,2.043267e-03,1.924762e-03,1.185057e-04,1.4991,-3.900,3
3.88879,2.905203e+02,1.696476e+01,2.147148e-03,2.028684e-03,1.184638e-04,1.4942,-2.900,3
3.90528,3.082747e+02,1.695893e+01,2.271085e-03,2.152661e-03,1.184231e-04,1.4965,-2.900,3
3.92180,3.248833e+02,1.695228e+01,2.387015e-03,2.268638e-03,1.183766e-04,1.5027,-2.900,3
3.93845,3.435789e+02,1.694519e+01,2.517516e-03,2.399189e-03,1.183271e-04,1.5030,-2.900,3
3.95506,3.625250e+02,1.693867e+01,2.649770e-03,2.531488e-03,1.182816e-04,1.4999,-2.900,3
3.97161,3.820680e+02,1.693229e+01,2.786192e-03,2.667955e-03,1.182371e-04,1.4913,-2.900,3
3.98799,4.020104e+02,1.692646e+01,2.925408e-03,2.807212e-03,1.181963e-04,1.4964,-2.900,3
