t_LU,Fx_pressure,Fx_viscous,CT,CP,CF_meas,umax,wave,niter
0.00195,4.209823e+04,5.693687e+01,2.943667e-01,2.939691e-01,3.975864e-04,1.3630,-0.900,50
0.00576,2.503621e+03,5.631775e+01,1.787588e-02,1.748262e-02,3.932631e-04,1.3500,-0.900,50
0.00901,1.557392e+03,5.485689e+01,1.125823e-02,1.087517e-02,3.830620e-04,1.3278,-1.900,50
0.01574,8.815217e+02,5.246626e+01,6.521976e-03,6.155608e-03,3.663684e-04,1.3449,-1.900,50
0.03277,4.533946e+02,4.858027e+01,3.505257e-03,3.166024e-03,3.392328e-04,1.3214,-1.900,3
0.05007,3.926358e+02,4.582228e+01,3.061724e-03,2.741750e-03,3.199740e-04,1.3126,-1.900,2
0.06757,3.958197e+02,4.351130e+01,3.067819e-03,2.763982e-03,3.038365e-04,1.2944,-1.900,2
0.08524,4.167199e+02,4.147343e+01,3.199533e-03,2.909927e-03,2.896062e-04,1.2729,-2.900,2
0.10309,4.499165e+02,3.966098e+01,3.418687e-03,3.141737e-03,2.769500e-04,1.2659,-2.900,2
0.12099,4.926556e+02,3.802398e+01,3.705700e-03,3.440181e-03,2.655189e-04,1.2581,-2.900,2
0.13890,5.353132e+02,3.653733e+01,3.993194e-03,3.738057e-03,2.551377e-04,1.2513,-2.900,2
0.15696,5.780363e+02,3.513798e+01,4.281755e-03,4.036389e-03,2.453662e-04,1.2430,-2.900,2
0.17514,6.211467e+02,3.381559e+01,4.573558e-03,4.337426e-03,2.361320e-04,1.2323,-2.900,2
0.19341,6.623741e+02,3.260512e+01,4.852994e-03,4.625314e-03,2.276794e-04,1.2249,-2.900,2
0.21178,6.996379e+02,3.150219e+01,5.105502e-03,4.885525e-03,2.199777e-04,1.2147,-2.900,2
0.23028,7.340535e+02,3.050113e+01,5.338834e-03,5.125847e-03,2.129874e-04,1.2013,-2.900,2
0.24896,7.676684e+02,2.960649e+01,5.567318e-03,5.360578e-03,2.067402e-04,1.2016,-2.900,2
0.26776,8.018363e+02,2.880058e+01,5.800282e-03,5.599169e-03,2.011125e-04,1.2028,-2.900,2
0.28666,8.360649e+02,2.807120e+01,6.034205e-03,5.838185e-03,1.960193e-04,1.2072,-2.900,2
0.30568,8.702005e+02,2.741116e+01,6.267962e-03,6.076552e-03,1.914103e-04,1.2110,2.100,2
0.32485,9.040480e+02,2.681735e+01,6.500171e-03,6.312907e-03,1.872637e-04,1.2149,3.100,2
0.34422,9.390333e+02,2.629010e+01,6.740789e-03,6.557207e-03,1.835820e-04,1.2201,3.100,2
0.36371,9.768869e+02,2.583211e+01,7.001920e-03,6.821536e-03,1.803839e-04,1.2251,3.100,2
0.38312,1.013489e+03,2.544517e+01,7.254810e-03,7.077128e-03,1.776819e-04,1.2261,3.100,2
0.40218,1.045457e+03,2.513051e+01,7.475843e-03,7.300358e-03,1.754847e-04,1.2340,3.100,3
0.42084,1.074233e+03,2.486567e+01,7.674935e-03,7.501299e-03,1.736353e-04,1.2378,3.100,3
0.43889,1.083658e+03,2.461339e+01,7.738985e-03,7.567111e-03,1.718737e-04,1.2395,3.100,3
0.45653,1.078315e+03,2.437031e+01,7.699979e-03,7.529803e-03,1.701762e-04,1.2373,3.100,3
0.47370,1.070134e+03,2.413509e+01,7.641207e-03,7.472673e-03,1.685337e-04,1.2351,3.100,3
0.49069,1.053372e+03,2.388539e+01,7.522420e-03,7.355629e-03,1.667901e-04,1.2745,3.100,3
0.50773,1.030202e+03,2.362910e+01,7.358834e-03,7.193833e-03,1.650004e-04,1.3002,2.100,3
0.52468,1.000967e+03,2.339383e+01,7.153042e-03,6.989684e-03,1.633575e-04,1.3332,2.100,3
0.54164,9.670338e+02,2.316400e+01,6.914485e-03,6.752733e-03,1.617527e-04,1.3389,2.100,2
0.55856,9.320972e+02,2.294518e+01,6.668997e-03,6.508772e-03,1.602247e-04,1.3415,2.100,2
0.57546,9.005837e+02,2.273395e+01,6.447466e-03,6.288716e-03,1.587496e-04,1.3417,2.100,2
0.59240,8.685781e+02,2.252920e+01,6.222543e-03,6.065223e-03,1.573199e-04,1.3719,2.100,2
0.60945,8.332127e+02,2.232908e+01,5.974192e-03,5.818269e-03,1.559225e-04,1.3924,2.100,2
0.62678,7.952556e+02,2.212398e+01,5.707707e-03,5.553217e-03,1.544903e-04,1.4001,2.100,2
0.64433,7.549199e+02,2.193269e+01,5.424710e-03,5.271555e-03,1.531545e-04,1.3887,2.100,2
0.66211,7.167655e+02,2.175795e+01,5.157060e-03,5.005125e-03,1.519343e-04,1.3769,-1.900,2
0.68004,6.825324e+02,2.159696e+01,4.916888e-03,4.766078e-03,1.508101e-04,1.3724,-1.900,2
0.69809,6.512119e+02,2.144051e+01,4.697087e-03,4.547369e-03,1.497176e-04,1.3721,-1.900,2
0.71625,6.245445e+02,2.128340e+01,4.509773e-03,4.361153e-03,1.486206e-04,1.3697,-1.900,2
0.73437,5.976122e+02,2.112865e+01,4.320626e-03,4.173086e-03,1.475400e-04,1.3638,-1.900,2
0.75224,5.669756e+02,2.097696e+01,4.105634e-03,3.959153e-03,1.464807e-04,1.3606,-1.900,3
0.76995,5.327900e+02,2.081839e+01,3.865810e-03,3.720437e-03,1.453734e-04,1.3743,-1.900,2
0.78770,4.968472e+02,2.064604e+01,3.613621e-03,3.469451e-03,1.441699e-04,1.3756,-1.900,3
0.80575,4.630826e+02,2.047068e+01,3.376620e-03,3.233675e-03,1.429454e-04,1.3727,-1.900,3
0.82395,4.318683e+02,2.030670e+01,3.157508e-03,3.015707e-03,1.418003e-04,1.3628,-1.900,3
0.84205,3.996726e+02,2.014574e+01,2.931563e-03,2.790887e-03,1.406764e-04,1.3568,-1.900,3
0.86031,3.642404e+02,2.000434e+01,2.683155e-03,2.543466e-03,1.396889e-04,1.3535,-1.900,3
0.87869,3.242212e+02,1.990251e+01,2.402993e-03,2.264015e-03,1.389779e-04,1.3436,-1.900,3
0.89706,2.816620e+02,1.983796e+01,2.105354e-03,1.966827e-03,1.385272e-04,1.3254,-1.900,3
0.91552,2.394942e+02,1.979763e+01,1.810618e-03,1.672372e-03,1.382455e-04,1.3087,-1.900,3
0.93432,1.974671e+02,1.975736e+01,1.516864e-03,1.378900e-03,1.379643e-04,1.3018,-1.900,3
0.95331,1.580188e+02,1.970454e+01,1.241030e-03,1.103435e-03,1.375955e-04,1.3021,-1.900,3
0.97252,1.240133e+02,1.963523e+01,1.003088e-03,8.659763e-04,1.371115e-04,1.3043,-1.900,3
0.99189,9.586986e+01,1.955565e+01,8.060086e-04,6.694528e-04,1.365558e-04,1.3034,-1.900,3
1.01139,7.429311e+01,1.947774e+01,6.547956e-04,5.187838e-04,1.360117e-04,1.3026,-1.900,3
1.03107,6.111920e+01,1.941148e+01,5.623403e-04,4.267913e-04,1.355491e-04,1.2978,-1.900,2
1.05100,5.691814e+01,1.935656e+01,5.326211e-04,3.974555e-04,1.351656e-04,1.2920,-1.900,3
1.07121,5.958392e+01,1.931631e+01,5.509551e-04,4.160706e-04,1.348845e-04,1.2853,-1.900,3
1.09161,6.646349e+01,1.928965e+01,5.988084e-04,4.641101e-04,1.346983e-04,1.2754,-1.900,3
1.11223,7.903656e+01,1.928227e+01,6.865538e-04,5.519070e-04,1.346468e-04,1.2676,-1.900,3
1.13301,1.004079e+02,1.929140e+01,8.358520e-04,7.011415e-04,1.347105e-04,1.2547,-1.900,3
1.15387,1.288718e+02,1.931473e+01,1.034777e-03,8.999031e-04,1.348735e-04,1.2477,-1.900,3
1.17479,1.612751e+02,1.934987e+01,1.261292e-03,1.126173e-03,1.351188e-04,1.2472,-1.900,3
1.19577,1.949390e+02,1.939500e+01,1.496680e-03,1.361246e-03,1.354340e-04,1.2471,-1.900,3
1.21671,2.287739e+02,1.944483e+01,1.733295e-03,1.597513e-03,1.357819e-04,1.2434,-1.900,3
1.23760,2.608767e+02,1.949587e+01,1.957823e-03,1.821684e-03,1.361384e-04,1.2383,-1.900,3
1.25843,2.911570e+02,1.954685e+01,2.169624e-03,2.033130e-03,1.364944e-04,1.2319,-1.900,3
1.27941,3.195133e+02,1.959303e+01,2.367957e-03,2.231140e-03,1.368168e-04,1.2303,-1.900,3
1.30051,3.471832e+02,1.963295e+01,2.561453e-03,2.424357e-03,1.370956e-04,1.2275,-1.900,3
1.32156,3.731576e+02,1.966323e+01,2.743042e-03,2.605735e-03,1.373070e-04,1.2254,-1.900,3
1.34249,3.958538e+02,1.968489e+01,2.901679e-03,2.764221e-03,1.374583e-04,1.2233,-1.900,3
1.36344,4.162303e+02,1.970144e+01,3.044083e-03,2.906509e-03,1.375739e-04,1.2232,-1.900,3
1.38432,4.359244e+02,1.971863e+01,3.181725e-03,3.044031e-03,1.376939e-04,1.2226,-1.900,3
1.40493,4.531648e+02,1.973872e+01,3.302254e-03,3.164420e-03,1.378342e-04,1.2198,-1.900,3
1.42533,4.667915e+02,1.976127e+01,3.397566e-03,3.259574e-03,1.379916e-04,1.2202,-1.900,3
1.44552,4.777786e+02,1.978160e+01,3.474429e-03,3.336296e-03,1.381336e-04,1.2195,-1.900,3
1.46533,4.862482e+02,1.979106e+01,3.533638e-03,3.395439e-03,1.381996e-04,1.2254,-2.900,3
1.48464,4.914625e+02,1.978726e+01,3.570023e-03,3.431850e-03,1.381731e-04,1.2276,-2.900,3
1.50372,4.937384e+02,1.977269e+01,3.585814e-03,3.447743e-03,1.380714e-04,1.2359,-2.900,3
1.52286,4.945441e+02,1.975198e+01,3.591296e-03,3.453369e-03,1.379268e-04,1.2447,-2.900,3
1.54201,4.950238e+02,1.973038e+01,3.594494e-03,3.456718e-03,1.377759e-04,1.2547,-2.900,3
1.56117,4.968831e+02,1.970611e+01,3.607308e-03,3.469702e-03,1.376065e-04,1.2639,-2.900,3
1.58003,4.998954e+02,1.967874e+01,3.628151e-03,3.490736e-03,1.374153e-04,1.2707,-2.900,3
1.59861,5.034805e+02,1.964575e+01,3.652955e-03,3.515770e-03,1.371849e-04,1.2790,-2.900,3
1.61693,5.075115e+02,1.960642e+01,3.680829e-03,3.543919e-03,1.369103e-04,1.2885,-2.900,3
1.63502,5.133884e+02,1.956264e+01,3.721561e-03,3.584957e-03,1.366046e-04,1.2946,-2.900,3
1.65291,5.191094e+02,1.951214e+01,3.761158e-03,3.624906e-03,1.362520e-04,1.3002,-2.900,3
1.67061,5.277965e+02,1.945584e+01,3.821427e-03,3.685568e-03,1.358588e-04,1.3048,-2.900,3
1.68819,5.361998e+02,1.939554e+01,3.879685e-03,3.744247e-03,1.354377e-04,1.3184,-2.900,3
1.70562,5.467286e+02,1.933571e+01,3.952789e-03,3.817769e-03,1.350200e-04,1.3291,-2.900,3
