C_T,thrust,drag_avg,T-D
1.0,31.808625617596654,64.10813477196164,-32.29950915436499
1.5,47.712938426394985,67.09772240111789,-19.384783974722907
2.0,63.61725123519331,69.82463998533429,-6.207388750140979
2.5,79.52156404399163,72.63402725203133,6.887536791960301
3.0,95.42587685278997,75.58217782806004,19.84369902472993
