C_T,thrust,drag_avg,T-D
1.5,47.712938426394985,62.325894440291776,-14.612956013896792
2.0,63.61725123519331,64.44407734514411,-0.826826109950801
2.5,79.52156404399163,66.47418964527857,13.04737439871306
3.0,95.42587685278997,68.40432754240439,27.02154931038558
3.5,111.33018966158829,70.23673209583758,41.09345756575071
