C_T,thrust,drag_avg,T-D
1.0,31.808625617596654,60.17969646041447,-28.371070842817815
1.5,47.712938426394985,67.76591147256917,-20.052973046174188
2.0,63.61725123519331,72.21874793140792,-8.60149669621461
2.5,79.52156404399163,75.17121284377751,4.350351200214121
3.0,95.42587685278997,77.73090843963197,17.694968413157994
