C_T,thrust,drag_avg,T-D
0.5,15.904312808798327,21.780155781879365,-5.875842973081038
1.0,31.808625617596654,28.926987644960388,2.881637972636266
1.5,47.712938426394985,42.09703866287241,5.615899763522577
2.0,63.61725123519331,58.1376154268821,5.479635808311208
2.5,79.52156404399163,71.68213473459079,7.839429309400842
