t,x_front,tau,X
0.0027,0.141680,0.0313,0.9697
0.0556,0.178242,0.6441,1.2200
0.1002,0.251367,1.1614,1.7205
0.1524,0.342773,1.7659,2.3462
0.2016,0.434180,2.3365,2.9718
0.2522,0.534727,2.9228,3.6600
0.3004,0.580430,3.4806,3.9728
0.3510,0.580430,4.0670,3.9728
0.4008,0.580430,4.6444,3.9728
0.4505,0.580430,5.2208,3.9728
0.5029,0.580430,5.8274,3.9728
