t,x_front,tau,X
0.0014,0.143965,0.0156,0.9854
0.0501,0.180527,0.5803,1.2356
0.1017,0.249082,1.1780,1.7049
0.1515,0.335918,1.7551,2.2992
0.2015,0.441035,2.3356,3.0187
0.2509,0.550723,2.9080,3.7695
0.3001,0.582715,3.4779,3.9885
0.3501,0.582715,4.0569,3.9885
0.4001,0.582715,4.6366,3.9885
0.4501,0.582715,5.2161,3.9885
0.5000,0.582715,5.7945,3.9885
