y_over_D,u_over_U
-3.000000,1.065672
-2.950000,1.066047
-2.900000,1.066430
-2.850000,1.066804
-2.800000,1.067154
-2.750000,1.067468
-2.700000,1.067726
-2.650000,1.067898
-2.600000,1.067964
-2.550000,1.067890
-2.500000,1.067649
-2.450000,1.067245
-2.400000,1.066661
-2.350000,1.065915
-2.300000,1.065033
-2.250000,1.064050
-2.200000,1.063012
-2.150000,1.061948
-2.100000,1.060891
-2.050000,1.059865
-2.000000,1.058855
-1.950000,1.057849
-1.900000,1.056810
-1.850000,1.055697
-1.800000,1.054464
-1.750000,1.053045
-1.700000,1.051402
-1.650000,1.049462
-1.600000,1.047180
-1.550000,1.044524
-1.500000,1.041403
-1.450000,1.037820
-1.400000,1.033663
-1.350000,1.028923
-1.300000,1.023553
-1.250000,1.017432
-1.200000,1.010602
-1.150000,1.002924
-1.100000,0.994414
-1.050000,0.985042
-1.000000,0.974706
-0.950000,0.963494
-0.900000,0.951287
-0.850000,0.938165
-0.800000,0.924141
-0.750000,0.909184
-0.700000,0.893448
-0.650000,0.876930
-0.600000,0.859803
-0.550000,0.842214
-0.500000,0.824349
-0.450000,0.806474
-0.400000,0.788893
-0.350000,0.771936
-0.300000,0.755931
-0.250000,0.741366
-0.200000,0.728420
-0.150000,0.717645
-0.100000,0.709164
-0.050000,0.703187
0.000000,0.700069
0.050000,0.699576
0.100000,0.701971
0.150000,0.707014
0.200000,0.714547
0.250000,0.724564
0.300000,0.736577
0.350000,0.750579
0.400000,0.766145
0.450000,0.783032
0.500000,0.801045
0.550000,0.819814
0.600000,0.839149
0.650000,0.858741
0.700000,0.878356
0.750000,0.897719
0.800000,0.916635
0.850000,0.934820
0.900000,0.952124
0.950000,0.968397
1.000000,0.983408
1.050000,0.997214
1.100000,1.009599
1.150000,1.020655
1.200000,1.030405
1.250000,1.038787
1.300000,1.046027
1.350000,1.052072
1.400000,1.057127
1.450000,1.061283
1.500000,1.064595
1.550000,1.067253
1.600000,1.069290
1.650000,1.070858
1.700000,1.072027
1.750000,1.072865
1.800000,1.073470
1.850000,1.073891
1.900000,1.074203
1.950000,1.074449
2.000000,1.074697
2.050000,1.074955
2.100000,1.075266
2.150000,1.075625
2.200000,1.076025
2.250000,1.076434
2.300000,1.076819
2.350000,1.077133
2.400000,1.077349
2.450000,1.077436
2.500000,1.077371
2.550000,1.077172
2.600000,1.076831
2.650000,1.076383
2.700000,1.075852
2.750000,1.075253
2.800000,1.074621
2.850000,1.073974
2.900000,1.073324
2.950000,1.072685
3.000000,1.072066
