C_T,thrust,drag_avg,T-D
0.0,0.0,48.917395537681884,-48.917395537681884
0.5,15.904312808798327,59.424690897870406,-43.52037808907208
1.0,31.808625617596654,64.10813477196164,-32.29950915436499
1.5,47.712938426394985,67.09772240111789,-19.384783974722907
2.0,63.61725123519331,69.82463998533429,-6.207388750140979
2.5,79.52156404399163,72.63402725203133,6.887536791960301
3.5,111.33018966158829,78.55676182989956,32.773427831688736
