C_T,thrust,drag_avg,T-D
0.0,0.0,47.74297538535896,-47.74297538535896
0.5,15.904312808798327,57.937849681173404,-42.03353687237508
1.0,31.808625617596654,63.07038887748253,-31.261763259885875
1.5,47.712938426394985,67.54511055483961,-19.832172128444626
2.0,63.61725123519331,71.67333039608584,-8.056079160892537
2.5,79.52156404399163,75.56143943877052,3.960124605221111
3.5,111.33018966158829,82.69256503975666,28.637624621831634
