C_T,thrust,drag_avg,T-D
1.5,47.712938426394985,66.76630384167329,-19.053365415278307
2.0,63.61725123519331,70.55713357754469,-6.939882342351382
2.5,79.52156404399163,73.29805202596059,6.223512018031045
3.0,95.42587685278997,75.57158114792861,19.854295704861357
