C_T,thrust,drag_avg,T-D
0.0,0.0,54.43304563182411,-54.43304563182411
0.5,15.904312808798327,64.98339348312658,-49.07908067432825
1.0,31.808625617596654,73.28433780728166,-41.475712189685005
1.5,47.712938426394985,79.81887677334123,-32.105938346946246
2.0,63.61725123519331,85.23471738554761,-21.617466150354304
2.5,79.52156404399163,89.8907221473681,-10.369158103376463
3.5,111.33018966158829,97.69788032368692,13.632309337901376
