C_T,thrust,drag_avg,T-D
0.0,0.0,48.100087094200205,-48.100087094200205
0.5,15.904312808798327,59.293441834353644,-43.38912902555532
1.0,31.808625617596654,64.86568005434536,-33.05705443674871
1.5,47.712938426394985,67.7211346248102,-20.00819619841522
2.0,63.61725123519331,69.85037070642755,-6.233119471234247
2.5,79.52156404399163,72.01115524136834,7.510408802623289
3.5,111.33018966158829,76.92603184283544,34.40415781875285
